id,repo_name,url,stars,loc,size,forks_count,issues,created_at,description,archived,educational,outofdate,tag,commit,go_version
867,traefik,https://github.com/traefik/traefik,35220,106044,59585,3900,619,2015-09-13 19:04:02,The Cloud Native Application Proxy,f,f,f,,d7d00175452f0929b699fca633aa8b077c313f6c,1.23.0
105,caddy,https://github.com/caddyserver/caddy,34782,46223,14972,2796,77,2015-01-13 19:45:03,"Fast, multi-platform web server with automatic HTTPS",f,f,f,,5be77d07ab730e6035ec7a47fb0fe161785af35c,1.24
327,go-ethereum,https://github.com/ethereum/go-ethereum,32591,465833,173485,12002,392,2013-12-26 13:05:46,Official Go implementation of the Ethereum protocol,f,f,f,,e3e9d7ccb677fe687f11d63c96be4b1b09211695,1.23.0
640,mkcert,https://github.com/FiloSottile/mkcert,32074,1457,1831,1479,96,2018-06-25 05:33:03,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,f,f,f,,1c1dc4ed27ed5936046b6398d39cab4d657a2d8e,1.18
638,minio,https://github.com/minio/minio,29491,264741,117451,3301,33,2015-01-14 19:23:58,"High Performance, Kubernetes Native Object Storage",f,f,f,,89aec6804bcb82df2b650fdcf534707dac2fcede,1.24.0
841,terraform,https://github.com/hashicorp/terraform,29314,324058,189160,6955,1524,2014-03-13 22:25:48,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is an open source tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",f,f,f,,063757ff45dc6073341a5fc897563f807d2dc089,1.24.2
856,tidb,https://github.com/pingcap/tidb,29154,551361,241114,4649,2337,2015-09-06 04:01:52,TiDB is an open source distributed HTAP database compatible with the MySQL protocol ,f,f,f,,2c103b46a41d49718298caec27f265e47ecbbe17,1.23.8
751,rclone,https://github.com/rclone/rclone,28991,219020,168800,2613,743,2014-03-16 16:19:57,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Yandex Files",f,f,f,,28b6f3813526d8538e62ec4fb60634da7f0b88cd,1.23.0
524,istio,https://github.com/istio/istio,28105,307072,203052,5718,749,2016-11-18 23:57:21,"Connect, secure, control, and observe services.",f,f,f,,3b8dc9dcac26d2f6f572fd3b7628d426379ce3d7,1.24.0
195,dive,https://github.com/wagoodman/dive,27754,8796,4492,1058,104,2018-05-13 15:44:01,A tool for exploring each layer in a docker image,f,f,f,,788fcd383407818ab64ef53a70bda0bec695de8e,1.24
232,esbuild,https://github.com/evanw/esbuild,27594,75334,11792,650,234,2016-06-14 16:08:50,An extremely fast JavaScript bundler and minifier,f,f,f,,4475787eef4c4923b92b9fa37ebba1c88b9e1d9b,1.13
72,beego,https://github.com/beego/beego,27033,80949,10727,5317,28,2012-02-29 02:32:08,"beego is an open-source, high-performance web framework for the Go programming language.",f,f,f,,6c8515fe366106efbd3f1c51a58e64b24b77f217,1.20
289,gitea,https://github.com/go-gitea/gitea,26506,217918,214112,3298,1807,2016-11-01 02:13:26,"Git with a cup of tea, painless self-hosted git service",f,f,f,,bde014e46d044f54653d1d035730b8904676684a,1.24
140,cli,https://github.com/cli/cli,25621,18021,23361,2825,391,2019-10-03 15:24:53,GitHub’s official command line tool,f,f,f,,5d8dbc0d534d71d1b011e52016fe17b6565a5317,1.23.0
459,gorm,https://github.com/go-gorm/gorm,25378,24032,3802,2866,120,2013-10-25 08:31:38,"The fantastic ORM library for Golang, aims to be developer friendly",f,f,f,,a9d27293de2267a36fa6c9f8892977d3159cf8ea,1.18
210,drone,https://github.com/drone/drone,23961,81567,28704,2337,48,2014-02-07 07:54:44,"Drone is a Container-Native, Continuous Delivery Platform",f,f,f,,57bcb5c2aaf08ca6300ae2519722c097ba02ce85,1.22.0
957,compose,https://github.com/docker/compose,23683,15987,21413,3957,591,2013-12-09 11:40:58,Define and run multi-container applications with Docker,f,f,f,,8e2f799cd74c3db49309323114944a9994f590ce,1.23.8
146,cobra,https://github.com/spf13/cobra,23356,13883,1460,1987,349,2013-09-03 20:40:26,A Commander for modern Go CLI interactions,f,f,f,,ceb39aba25c86233e4888210c4b57cdb0a78d1e1,1.15
159,consul,https://github.com/hashicorp/consul,23287,399773,347648,3850,957,2013-11-04 22:15:27,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.",f,f,f,,616de6455b2861a731a5fa52d0af0848f8bbc00b,1.23.0
147,cockroach,https://github.com/cockroachdb/cockroach,22173,2200728,1748288,2883,4211,2014-02-06 00:18:47,"CockroachDB - the open source, cloud-native distributed SQL database.",f,f,f,,77bb5da2fb68a41d8582faabf6a74cff3e62dbe1,1.23.7
637,minikube,https://github.com/kubernetes/minikube,21966,77266,164037,3705,619,2016-04-15 22:38:35,Run Kubernetes locally,f,f,f,,ff698bb73ea4f21e2b9e7b13ee8bb53306f041a7,1.23.4
893,vault,https://github.com/hashicorp/vault,21879,355880,172373,3078,1070,2015-02-25 00:15:59,"A tool for secrets management, encryption as a service, and privileged access management",f,f,f,,33b9b52556a81c318b6deb5b94f23cfbf4d925ee,1.23.6
554,kit,https://github.com/go-kit/kit,21361,40493,7453,2192,47,2015-02-03 00:01:19,A standard library for microservices.,f,f,f,,78fbbceece7bbcf073bee814a7772f4397ea756c,1.17
584,lazygit,https://github.com/jesseduffield/lazygit,21332,27461,25579,816,218,2018-05-19 00:53:06,simple terminal UI for git commands,f,f,f,,5f809809dda06c98e51743ac8c19af6a26a5984b,1.24.0
508,hub,https://github.com/github/hub,21258,15277,7255,2246,272,2009-12-05 22:15:25,A command-line tool that makes git easier to use with GitHub.,f,f,f,,5c547ed804368763064e51f3990851e267e88edd,1.11
523,iris,https://github.com/kataras/iris,21244,84148,14644,2298,69,2016-01-30 04:36:48,"The fastest HTTP/2 Go Web Framework. AWS Lambda, gRPC, MVC, Unique Router, Websockets, Sessions, Test suite, Dependency Injection and more. A true successor of expressjs and laravel | 谢谢 https://github.com/kataras/iris/issues/1329 |",f,f,f,,1cc4fe5d571e1b7d577685bdbd0505aa6e685722,1.24
220,echo,https://github.com/labstack/echo,20798,20976,5892,1842,65,2015-03-01 17:43:01,"High performance, minimalist Go web framework",f,f,f,,de44c53a5b16f7dca451f337f7221a1448c92007,1.20
23,LeetCode-Go,https://github.com/halfrost/LeetCode-Go,20525,64821,19972,3703,7,2017-07-18 00:06:14,"✅ Solutions to LeetCode by Go, 100% test coverage, runtime beats 100% / LeetCode 题解",f,f,f,,d78a9e0927a302038992428433d2eb450efd93a2,1.19
237,faas,https://github.com/openfaas/faas,20445,6299,26669,1650,29,2016-12-22 12:51:39,OpenFaaS - Serverless Functions Made Simple,f,f,f,,452fde08ad311fe0b1a5a3c42baa516edbc29d4b,1.22
498,helm,https://github.com/helm/helm,20351,55631,17746,5822,440,2015-10-06 01:07:32,The Kubernetes Package Manager,f,f,f,,e0fde2bd90414098a16412aefc303f6df77af138,1.23.7
672,nsq,https://github.com/nsqio/nsq,20309,20510,13763,2615,58,2012-05-12 14:37:08,A realtime distributed messaging platform,f,f,f,,3103474b6c5afe8feca0a598797e82c06ed726e3,1.17
606,logrus,https://github.com/sirupsen/logrus,18815,5523,990,2005,92,2013-10-16 19:08:55,"Structured, pluggable logging for Go.",f,f,f,,d1e6332644483cfee14de11099f03645561d55f8,1.13
671,nps,https://github.com/ehang-io/nps,18568,9670,9059,3296,179,2018-11-04 13:22:51,"一款轻量级、高性能、功能强大的内网穿透代理服务器。支持tcp、udp、socks5、http等几乎所有流量转发，可用来访问内网网站、本地支付接口调试、ssh访问、远程桌面，内网dns解析、内网socks5代理等等……，并带有功能强大的web管理端。a lightweight, high-performance, powerful intranet penetration proxy server, with a powerful web management terminal.",f,f,f,,ab648d6f0c618c690a7a79948a7ebd686e1cdafc,1.15
583,lazydocker,https://github.com/jesseduffield/lazydocker,18382,9233,23121,706,100,2019-05-18 08:53:50,The lazier way to manage everything docker,f,f,f,,bedde4a03791e678c510b98d0de8b0c2d23d8efa,1.21
894,vegeta,https://github.com/tsenart/vegeta,18347,21010,1748,1141,85,2013-08-13 11:45:21,HTTP load testing tool and library. It's over 9000!,f,f,f,,03ca49e9b419c106db29d687827c4c823d8b8ece,1.22
539,k3s,https://github.com/k3s-io/k3s,17960,26661,566470,1531,449,2018-05-31 01:37:46,Lightweight Kubernetes,f,f,f,,e392278fab00cd76f5decd4088785940353022ed,1.23.6
38,act,https://github.com/nektos/act,17937,6429,5130,474,69,2019-01-02 19:53:43,Run your GitHub Actions locally 🚀,f,f,f,,460ca18a19b2324dd7470012efb5083ea78af7be,1.24
748,rancher,https://github.com/rancher/rancher,17787,500289,125256,2357,2127,2014-11-07 20:49:31,Complete container management platform,f,f,f,,0af695cf8305b7a351d42dacac83fb65c5de10c0,1.24.0
633,micro,https://github.com/zyedidia/micro,17777,29063,12331,899,532,2016-03-11 02:06:28,A modern and intuitive terminal-based text editor,f,f,f,,79fe4ae3e3965e8d55e259b392f6357f1da88526,1.19
896,viper,https://github.com/spf13/viper,16921,5291,1033,1467,446,2014-04-02 14:33:33,Go configuration with fangs,f,f,f,,1508a7ba4478e59a385419023ed91eeeb8d522b4,1.23.0
981,go-micro,https://github.com/asim/go-micro,16872,106933,12089,1883,48,2015-01-13 23:30:18,A Go framework for distributed systems development,f,f,f,,4702afe57d093e2ec46eddf496fa3c8a5ee4f7a8,1.18
190,dgraph,https://github.com/dgraph-io/dgraph,16717,248202,618734,1224,87,2015-08-25 07:15:56,Native GraphQL Database with graph backend,f,f,f,,25f6019689fd606a773b87fdac7003dc0fd58b53,1.23.6
709,photoprism,https://github.com/photoprism/photoprism,16534,85577,77708,864,275,2018-01-27 12:00:15,Open-Source Photo Management powered by Go and Google TensorFlow 🌈,f,f,f,,b3a38224afbf6b43d35991469d2df77a45b5e552,1.23.7
242,fasthttp,https://github.com/valyala/fasthttp,16135,38304,3237,1336,46,2015-10-18 22:19:57,Fast HTTP package for Go. Tuned for high performance. Zero memory allocations in hot paths. Up to 10x faster than net/http,f,f,f,,48f3a2f423f103cd67e504a51f3ec3a1381a5620,1.23.0
50,annie,https://github.com/iawia002/annie,15796,8698,2257,1870,301,2018-02-24 11:29:03,👾 Fast and simple video download library and CLI tool written in Go,f,f,f,,51d23d28695be99719972a2b21189fe0756962b0,1.22
914,websocketd,https://github.com/joewalnes/websocketd,15686,2478,1065,924,25,2013-02-14 14:52:55,"Turn any program that uses STDIN/STDOUT into a WebSocket server. Like inetd, but for WebSockets. ",f,f,f,,8d6da30045855d1d9d81fd8a0936ef84981764f0,1.15
249,fiber,https://github.com/gofiber/fiber,15593,59952,29543,788,37,2020-01-16 03:59:20,⚡️ Express inspired web framework written in Go,f,f,f,,85cce3c43450916f4eafd438b615e31e4ff4d2a8,1.23.0
913,websocket,https://github.com/gorilla/websocket,15574,7074,399,2588,76,2013-10-16 16:41:46,"A fast, well-tested and widely used WebSocket implementation for Go.",f,f,f,,e064f32e3674d9d79a8fd417b5bc06fa5c6cad8f,1.20
586,learn-go-with-tests,https://github.com/quii/learn-go-with-tests,15462,23908,8866,1977,28,2018-03-02 11:41:14,Learn Go with test-driven development,f,f,f,,9980f1332d7ff3b6a047cf67658451107c4550a8,1.23
650,mux,https://github.com/gorilla/mux,15202,6661,437,1413,24,2012-10-02 21:32:24,A powerful HTTP router and URL matcher for building Go web servers with 🦍,f,f,f,,db9d1d0073d27a0a2d9a8c1bc52aa0af4374d265,1.20
171,croc,https://github.com/schollz/croc,15075,4540,24614,670,61,2017-10-17 15:20:18,Easily and securely send things from one computer to another :crocodile: :package:,f,f,f,,12ae5f8727294b7f736a1d251b5cd55c758db493,1.24.0
152,colly,https://github.com/gocolly/colly,14933,7017,8463,1277,131,2017-09-29 14:08:49,Elegant Scraper and Crawler Framework for Golang,f,f,f,,a4f6e167eff65455d38dc2c8ef15bf45f82ea6a6,1.23.0
560,kratos,https://github.com/go-kratos/kratos,14919,53975,6748,3001,35,2019-01-10 10:42:31,A Go framework for microservices.,f,f,f,,9580f086e32632e0f6d0a010b3e7b9572c850359,1.21
180,dapr,https://github.com/dapr/dapr,14781,65649,105393,1044,200,2019-06-19 00:49:06,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.",f,f,f,,80e00a6847f26875a11d6a0eb1de4ac98c423bde,1.24.2
455,goreplay,https://github.com/buger/goreplay,14746,11284,15090,1483,221,2013-05-30 09:29:07,"GoReplay is an open-source tool for capturing and replaying live HTTP traffic into a test environment in order to continuously test your system with real data. It can be used to increase confidence in code deployments, configuration changes and infrastructure changes.",f,f,f,,251e45abd242886bb64ff2b2dc98789556b56330,1.21
488,grpc-go,https://github.com/grpc/grpc-go,14613,153410,16946,3188,115,2014-12-08 18:59:34,The Go language implementation of gRPC. HTTP/2 based RPC,f,f,f,,d36887b3697fabe40db445f164ee98a7f3948767,1.23.0
881,ultimate-go,https://github.com/hoanhan101/ultimate-go,14457,6840,1190,1144,0,2018-04-28 04:11:24,The Ultimate Go Study Guide,f,f,f,,13c456bde5ce822e598b7d32f5d661256c98fae8,1.13
850,testify,https://github.com/stretchr/testify,14430,17588,1377,1129,295,2012-10-16 16:43:17,A toolkit with common assertions and mocks that plays nicely with the standard library,f,f,f,,5ac6528bffc1ed7557980c3c563caf8308568446,1.17
525,jaeger,https://github.com/jaegertracing/jaeger,14354,98693,21732,1715,377,2016-04-15 18:49:02,"CNCF Jaeger, a Distributed Tracing Platform",f,f,f,,08675329b12b8d31db6ce9bcc744b3a404fb6304,1.23.7
268,fyne,https://github.com/fyne-io/fyne,14241,75728,72423,756,283,2018-02-04 22:07:16,Cross platform GUI in Go inspired by Material Design,f,f,f,,a276e577964430e9ee2eadbc84f16f6a87a29fd9,1.19
541,k6,https://github.com/grafana/k6,14007,77492,38987,697,311,2016-03-21 15:30:24,"A modern load testing tool, using Go and JavaScript - https://k6.io",f,f,f,,83c6f8094ce7eb00568950226782853f0bebae3e,1.23.0
111,cayley,https://github.com/cayleygraph/cayley,13953,45757,20281,1259,91,2014-06-05 18:49:41,An open-source graph database,f,f,f,,81dcd7d73e45136bc0d01802a8ba4685d8a533eb,1.22
607,loki,https://github.com/grafana/loki,13918,108908,154134,1621,226,2018-04-16 09:22:48,"Like Prometheus, but for logs.",f,f,f,,6818c90011627b83c50eb9f23c53e1769abb46a7,1.24.0
759,restic,https://github.com/restic/restic,13880,60024,60323,959,451,2014-04-27 14:07:58,"Fast, secure, efficient backup program",f,f,f,,64c82a5d9cc63f1f101b220a3248fbe9cb18b135,1.23.0
932,zap,https://github.com/uber-go/zap,13748,17686,1268,1024,96,2016-02-18 19:52:56,"Blazing fast, structured, leveled logging in Go.",f,f,f,,6d482535bdd97f4d97b2f9573ac308f1cf9b574e,1.19
543,k9s,https://github.com/derailed/k9s,13630,51465,63099,825,191,2019-01-25 18:46:02,🐶 Kubernetes CLI To Manage Your Clusters In Style!,f,f,f,,7deb202c2d32fbedf15c5b18b40c60197c3cb24d,1.24.1
559,kops,https://github.com/kubernetes/kops,13362,233172,291823,4142,243,2016-06-27 22:01:15,"Kubernetes Operations (kops) - Production Grade K8s Installation, Upgrades, and Management",f,f,f,,886a0ef95183e3f97f3dff70a32b032950e2b3b2,1.24.1
506,httprouter,https://github.com/julienschmidt/httprouter,13205,2919,270,1275,63,2013-12-05 15:10:55,A high performance HTTP request router that scales well,f,f,f,,484018016424d215c0b87c42f4c9b57d980fbd00,1.7
695,packer,https://github.com/hashicorp/packer,13187,44963,95702,3169,302,2013-03-23 05:43:03,Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.,f,f,f,,8e36b92ce353b5cdaaff2656f217b168d79ec382,1.23.0
250,filebrowser,https://github.com/filebrowser/filebrowser,13117,8077,18759,1688,99,2015-09-11 21:21:58,📂 Web File Browser,f,f,f,,35d1c092434b80b22c89a614a02122e9f5965b39,1.23
785,seaweedfs,https://github.com/chrislusf/seaweedfs,12901,97160,41291,1608,51,2014-07-14 16:41:37,"SeaweedFS is a fast distributed storage system for blobs, objects, files, and data lake, for billions of files! Blob store has O(1) disk seek, local tiering, cloud tiering. Filer supports Cloud Drive, cross-DC active-active replication, Kubernetes, POSIX FUSE mount, S3 API, Hadoop, WebDAV, encryption, Erasure Coding.",f,f,f,,df6f23068101f6fe817f93a128c688069ea279e5,1.24
922,wtf,https://github.com/wtfutil/wtf,12784,33078,49148,705,72,2018-03-29 02:42:12,The personal information dashboard for your terminal,f,f,f,,6a02b971f042b8c689237d2cc1d3c11f37361860,1.19
239,fabric,https://github.com/hyperledger/fabric,12602,486849,125930,7389,39,2016-08-25 16:05:27,Hyperledger Fabric is an enterprise-grade permissioned distributed ledger framework for developing solutions and applications. Its modular and versatile design satisfies a broad range of industry use cases. It offers a unique approach to consensus that enables performance at scale while preserving privacy.,f,f,f,,b19b026e002d3874677ff032c522e1b3b3b21f17,1.24.2
547,kcptun,https://github.com/xtaci/kcptun,12588,1259,6126,2439,75,2016-02-26 09:54:46,"A Stable & Secure Tunnel based on KCP with N:M multiplexing and FEC. Available for ARM, MIPS, 386 and AMD64。KCPプロトコルに基づく安全なトンネル。KCP 프로토콜을 기반으로 하는 보안 터널입니다。",f,f,f,,1f7d664108c47618431db6a2bbce594cb2dd9084,1.22.3
107,cadvisor,https://github.com/google/cadvisor,12585,42315,51738,1880,477,2014-06-09 16:36:33,Analyzes resource usage and performance characteristics of running containers.,f,f,f,,f6e31a3cff918285fd74cb1f20d0af32c3554a68,1.23.0
899,vitess,https://github.com/vitessio/vitess,12583,589520,221597,1601,637,2013-06-27 21:20:28,Vitess is a database clustering system for horizontal scaling of MySQL.,f,f,f,,9a8dbe035d730145356eeff8a2990e51536e7a2e,1.24.2
94,brook,https://github.com/txthinking/brook,12575,6524,35222,2308,23,2017-03-18 03:00:28,Brook is a cross-platform strong encryption and not detectable proxy. Zero-Configuration. Brook 是一个跨平台的强加密无特征的代理软件. 零配置.,f,f,f,,58a627e927021fc403f2cdad59715887a9b8ec2f,1.22
754,redis,https://github.com/go-redis/redis,12571,25726,3661,1599,119,2012-07-25 13:01:39,Type-safe Redis client for Golang,f,f,f,,e2149b06f767f0b9968d3c7212bf8831bbea6ab4,1.18
761,revel,https://github.com/revel/revel,12400,17587,2750,1402,103,2011-12-09 04:10:26,"A high productivity, full-stack web framework for the Go language.",f,f,f,,b053175279547526fe914932716bc313558df4bd,1.17
502,hey,https://github.com/rakyll/hey,12073,1289,601,852,142,2016-09-02 10:24:09,"HTTP load generator, ApacheBench (ab) replacement, formerly known as rakyll/boom",f,f,f,,898582754e00405372f0686641441168f4e2f489,1.13
344,go-ipfs,https://github.com/ipfs/go-ipfs,12000,38281,44093,2319,1073,2014-06-26 08:14:34,IPFS implementation in Go,f,f,f,,6b55e649186b27c3b17b680b013dfad3c9d6d601,1.24
177,ctop,https://github.com/bcicen/ctop,11977,6004,3535,471,66,2016-12-27 02:25:57,Top-like interface for container metrics,f,f,f,,59f00dd6aaebf48f3bc501e174f75f815c2619f0,1.18
794,skaffold,https://github.com/GoogleContainerTools/skaffold,11921,187644,87470,1277,465,2018-01-23 18:51:29,Easy and Repeatable Kubernetes Development,f,f,f,,c01b5d75b5a0ae6a608ae499741fcce92ba8c321,1.24.1
869,transfer.sh,https://github.com/dutchcoders/transfer.sh,11791,3662,34477,1207,22,2014-10-09 07:01:40,Easy and fast file sharing from the command-line.,f,f,f,,db3f86235f424079f2a5e0df8c8d2a793a997dfc,1.18
492,gvisor,https://github.com/google/gvisor,11732,420164,73562,971,617,2018-04-26 21:28:49,Application Kernel for Containers,f,f,f,,22ee5d316abe38f8c06a18866fb98535337e29f4,1.23.1
487,grpc-gateway,https://github.com/grpc-ecosystem/grpc-gateway,11724,71945,5913,1543,92,2015-04-03 07:25:13,gRPC to JSON proxy generator following the gRPC HTTP spec,f,f,f,,03a4beb929b3acd6042cf4796e0428ea407f31dd,1.23.0
697,pan-light,https://github.com/peterq/pan-light,11650,29461,26486,2486,78,2019-03-21 14:34:26,"百度网盘不限速客户端, golang + qt5, 跨平台图形界面",f,f,f,,867eee7a9251a0a5e6ac5367b1ec84c98b6cfb1d,1.13
382,go-zero,https://github.com/zeromicro/go-zero,11534,73830,8041,1372,33,2020-08-07 15:37:57,go-zero is a web and rpc framework written in Go. It's born to ensure the stability of the busy sites with resilient design. Builtin goctl greatly improves the development productivity.,f,f,f,,801c283478747d3fa843985ae99b5cdd6b98ef78,1.21
652,mysql,https://github.com/go-sql-driver/mysql,11533,12587,1293,2001,91,2012-12-09 20:33:55,Go MySQL Driver is a MySQL driver for Go's (golang) database/sql package,f,f,f,,879eb117f443f98e8ea7289d423a3448211dcffe,1.22.0
510,hydra,https://github.com/ory/hydra,11525,48921,95099,1083,63,2015-05-22 12:42:08,"OpenID Certified™ OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API security for your infrastructure. SDKs for any language. Compatible with MITREid.",f,f,f,,06e2af8f910b6f43ef1c2ac2a631a537b4ec2ec9,1.24.1
569,kubectx,https://github.com/ahmetb/kubectx,11369,3404,888,801,32,2017-03-30 18:06:53,Faster way to switch between clusters and namespaces in kubectl,f,f,f,,013b6bc252ea6bbe7c8372ed64c327ad8a52f003,1.22
587,learngo,https://github.com/inancgumus/learngo,11368,46625,3300,1424,6,2018-10-15 11:12:00,"1000+ Hand-Crafted Go Examples, Exercises, and Quizzes",f,f,f,,9ea9644d503f3cdc49e2f2f1283f24f2918e2c9c,1.13
840,termui,https://github.com/gizak/termui,11279,4321,6142,718,85,2015-02-03 14:09:27,Golang terminal dashboard,f,f,f,,2b8f0c7960e9553acea6d579a740713066da5e13,1.15
124,chaosmonkey,https://github.com/Netflix/chaosmonkey,11248,10036,1949,825,14,2016-10-18 22:36:41,Chaos Monkey is a resiliency tool that helps applications tolerate random instance failures.,f,f,f,,eaa28fb761c0ebe8644d1333e5d164e9cc3071e9,1.19
520,ingress-nginx,https://github.com/kubernetes/ingress-nginx,11212,36898,133374,5600,307,2016-11-04 22:54:14,NGINX Ingress Controller for Kubernetes,f,f,f,,46ee1377e632d751bb7421604e68e59cc62fbf97,1.24.2
447,goproxy,https://github.com/snail007/goproxy,10960,3020,3380,2192,57,2017-09-11 11:10:28,"🔥  Proxy is a high performance HTTP(S) proxies, SOCKS5 proxies,WEBSOCKET, TCP, UDP proxy server implemented by golang. Now, it supports chain-style proxies,nat forwarding in different lan,TCP/UDP port forwarding, SSH forwarding.Proxy是golang实现的高性能http,https,websocket,tcp,socks5代理服务器,支持内网穿透,链式代理,通讯加密,智能HTTP,SOCKS5代理,黑白名单,限速,限流量,限连接数,跨平台,KCP支持,认证API。",f,f,f,,85cc445a72b65a3d6e5cd86583bf6a3a7357db7e,1.16
809,sqlx,https://github.com/jmoiron/sqlx,10866,7893,877,848,277,2013-01-28 19:40:00,general purpose extensions to golang's database/sql,f,f,f,,41dac167fdad5e3fd81d66cafba0951dc6823a30,1.10
202,docker-slim,https://github.com/docker-slim/docker-slim,10723,31408,64868,394,86,2015-09-09 17:39:11,DockerSlim (docker-slim): Don't change anything in your Docker container image and minify it by up to 30x (and for compiled languages even more) making it secure too! (free and open source),f,f,f,,caccc1233cca1f580b91c66729b2145b312a5b4e,1.21
486,groupcache,https://github.com/golang/groupcache,10683,2943,83,1197,36,2013-07-22 21:55:07,"groupcache is a caching and cache-filling library, intended as a replacement for memcached in many cases.",f,f,f,,2c02b8208cf8c02a3e358cb1d9b60950647543fc,1.20
7,Cloudreve,https://github.com/cloudreve/Cloudreve,10655,44914,6811,1872,279,2018-02-04 04:56:38,"🌩支持多家云存储的云盘系统 (Self-deployed file management and sharing system, supports multiple storage providers)",f,f,f,,da4e44b77af46b3439a19e53de9dc2ed03fbe1cc,1.18
452,goquery,https://github.com/PuerkitoBio/goquery,10641,7018,515,802,5,2012-08-29 02:14:59,"A little like that j-thing, only in Go.",f,f,f,,9c6a69cd4d7b07e401b68ccf12c736a3efe12c47,1.23.0
833,telegraf,https://github.com/influxdata/telegraf,10634,283846,37440,4506,1248,2015-04-01 16:28:44,The plugin-driven server agent for collecting & reporting metrics.,f,f,f,,fc631d3b083b22fb57fcb9e5ab7d2b38d807ea43,1.24.0
716,podman,https://github.com/containers/podman,10570,131215,88593,1080,203,2017-11-01 15:01:27,Podman: A tool for managing OCI containers and pods.,f,f,f,,ae63e2c9320e92d7e97e9ba3af6786dc1765bed9,1.23.3
405,gods,https://github.com/emirpasic/gods,10539,18067,568,1255,54,2015-03-04 14:19:52,"GoDS (Go Data Structures). Containers (Sets, Lists, Stacks, Maps, Trees), Sets (HashSet, TreeSet, LinkedHashSet), Lists (ArrayList, SinglyLinkedList, DoublyLinkedList), Stacks (LinkedListStack, ArrayStack), Maps (HashMap, TreeMap, HashBidiMap, TreeBidiMap, LinkedHashMap), Trees (RedBlackTree, AVLTree, BTree, BinaryHeap), Comparators, Iterators, Enumerables, Sort, JSON",f,f,f,,1d83d5ae39fbb0de45a60365791ff1c8b9bae953,1.21
440,gopherjs,https://github.com/gopherjs/gopherjs,10538,19198,6431,490,218,2013-08-27 22:23:58,A compiler from Go to JavaScript for running Go code in a browser,f,f,f,,568525168c4fa0a44011780c3af433af45c0f7ae,1.18
77,bettercap,https://github.com/bettercap/bettercap,10420,64960,15874,1066,77,2018-01-07 15:30:41,"The Swiss Army knife for 802.11, BLE, IPv4 and IPv6 networks reconnaissance and MITM attacks.",f,f,f,,84846b11dc3c660c7578b3ece8d2f9e568b552a2,1.21
