id,repo_name,url,stars,loc,size,forks_count,issues,created_at,description,archived,educational,outofdate,tag,commit,go_version
23,LeetCode-Go,https://github.com/halfrost/LeetCode-Go,20525,64821,19972,3703,7,2017-07-18 00:06:14,"✅ Solutions to LeetCode by Go, 100% test coverage, runtime beats 100% / LeetCode 题解",f,f,f,1.7.0,b012a1f9d5ab9eae42e10411cdf3dc87473baab6,1.15
237,faas,https://github.com/openfaas/faas,20445,6299,26669,1650,29,2016-12-22 12:51:39,OpenFaaS - Serverless Functions Made Simple,f,f,f,0.27.12,4e20249bc0703954244d4be98eaa6c2bcb68cb83,1.22
498,helm,https://github.com/helm/helm,20351,55631,17746,5822,440,2015-10-06 01:07:32,The Kubernetes Package Manager,f,f,f,v3.17.3,8f29d2cfa420106ffabb13d37c3eef4202ae8536,1.23.0
672,nsq,https://github.com/nsqio/nsq,20309,20510,13763,2615,58,2012-05-12 14:37:08,A realtime distributed messaging platform,f,f,f,v1.3.0,4cc3d65b16a0988d584e93ecbfb6956b4c32652b,1.17
606,logrus,https://github.com/sirupsen/logrus,18815,5523,990,2005,92,2013-10-16 19:08:55,"Structured, pluggable logging for Go.",f,f,f,v1.9.3,d40e25cd45ed9c6b2b66e6b97573a0413e4c23bd,1.13
671,nps,https://github.com/ehang-io/nps,18568,9670,9059,3296,179,2018-11-04 13:22:51,"一款轻量级、高性能、功能强大的内网穿透代理服务器。支持tcp、udp、socks5、http等几乎所有流量转发，可用来访问内网网站、本地支付接口调试、ssh访问、远程桌面，内网dns解析、内网socks5代理等等……，并带有功能强大的web管理端。a lightweight, high-performance, powerful intranet penetration proxy server, with a powerful web management terminal.",f,f,f,v0.26.10,c9a4d8285b30c3c140782fc660bfc3d6961262ed,1.15
583,lazydocker,https://github.com/jesseduffield/lazydocker,18382,9233,23121,706,100,2019-05-18 08:53:50,The lazier way to manage everything docker,f,f,f,v0.24.1,be051153525b018a46f71a2b2ed42cde39a1110c,1.21
894,vegeta,https://github.com/tsenart/vegeta,18347,21010,1748,1141,85,2013-08-13 11:45:21,HTTP load testing tool and library. It's over 9000!,f,f,f,v12.12.0,03ca49e9b419c106db29d687827c4c823d8b8ece,1.22
539,k3s,https://github.com/k3s-io/k3s,17960,26661,566470,1531,449,2018-05-31 01:37:46,Lightweight Kubernetes,f,f,f,v1.32.3+k3s1,079ffa8d99fb859cb8c001455e47efa65535d832,1.23.3
38,act,https://github.com/nektos/act,17937,6429,5130,474,69,2019-01-02 19:53:43,Run your GitHub Actions locally 🚀,f,f,f,v0.2.76,f38ec7f915e2abc9081f13df56d68f6d8ddc06c5,1.24
748,rancher,https://github.com/rancher/rancher,17787,500289,125256,2357,2127,2014-11-07 20:49:31,Complete container management platform,f,f,f,v2.11.0,4b8ab8c48d681f77065bf25e1fa502c652b94465,1.23.4
633,micro,https://github.com/zyedidia/micro,17777,29063,12331,899,532,2016-03-11 02:06:28,A modern and intuitive terminal-based text editor,f,f,f,v2.0.14,7685fb9770b27ce2ea2ef94a7e6588ec9cb23ae9,1.16
896,viper,https://github.com/spf13/viper,16921,5291,1033,1467,446,2014-04-02 14:33:33,Go configuration with fangs,f,f,f,v1.20.1,06f9fb894c19a43e7ead9b03af32addcf039aa2a,1.21.0
981,go-micro,https://github.com/asim/go-micro,16872,106933,12089,1883,48,2015-01-13 23:30:18,A Go framework for distributed systems development,f,f,f,v5.3.0,9ef8c6bd9c740b2dae62b13caf6e2466f05ed51a,1.18
190,dgraph,https://github.com/dgraph-io/dgraph,16717,248202,618734,1224,87,2015-08-25 07:15:56,Native GraphQL Database with graph backend,f,f,f,v24.1.2,a3d13aa821827d3dfb4366bcfe6ec728ad0e7bc7,1.22.12
709,photoprism,https://github.com/photoprism/photoprism,16534,85577,77708,864,275,2018-01-27 12:00:15,Open-Source Photo Management powered by Go and Google TensorFlow 🌈,f,f,f,250321-57590c48b,57590c48bba044cc99f29104c5084547eb063475,1.23.5
242,fasthttp,https://github.com/valyala/fasthttp,16135,38304,3237,1336,46,2015-10-18 22:19:57,Fast HTTP package for Go. Tuned for high performance. Zero memory allocations in hot paths. Up to 10x faster than net/http,f,f,f,v1.60.0,752b0e70040eee46b291b9dedd70266d8aa3e2e7,1.23.0
50,annie,https://github.com/iawia002/annie,15796,8698,2257,1870,301,2018-02-24 11:29:03,👾 Fast and simple video download library and CLI tool written in Go,f,f,f,v0.24.1,348ae97219784a32dd3c4721ad0cbc2584ee7b46,1.22
249,fiber,https://github.com/gofiber/fiber,15593,59952,29543,788,37,2020-01-16 03:59:20,⚡️ Express inspired web framework written in Go,f,f,f,v2.52.6,e04f815c43cb8a84f4de90e1d1bd9507bc33fa8c,1.20
913,websocket,https://github.com/gorilla/websocket,15574,7074,399,2588,76,2013-10-16 16:41:46,"A fast, well-tested and widely used WebSocket implementation for Go.",f,f,f,v1.5.3,ce903f6d1d961af3a8602f2842c8b1c3fca58c4d,1.12
586,learn-go-with-tests,https://github.com/quii/learn-go-with-tests,15462,23908,8866,1977,28,2018-03-02 11:41:14,Learn Go with test-driven development,f,f,f,16.1.0,11abe1ff314bff95c09c1e056ddfaea8557e5dc3,1.23
650,mux,https://github.com/gorilla/mux,15202,6661,437,1413,24,2012-10-02 21:32:24,A powerful HTTP router and URL matcher for building Go web servers with 🦍,f,f,f,v1.8.1,b4617d0b9670ad14039b2739167fd35a60f557c5,1.20
171,croc,https://github.com/schollz/croc,15075,4540,24614,670,61,2017-10-17 15:20:18,Easily and securely send things from one computer to another :crocodile: :package:,f,f,f,v10.2.2,546e6c089a3738462ca8ba6971833cf1d7ccb7d8,1.24.0
152,colly,https://github.com/gocolly/colly,14933,7017,8463,1277,131,2017-09-29 14:08:49,Elegant Scraper and Crawler Framework for Golang,f,f,f,v2.2.0,6cb132ca51be264de44a3ec16e8ff55c1b11cc35,1.23.0
560,kratos,https://github.com/go-kratos/kratos,14919,53975,6748,3001,35,2019-01-10 10:42:31,A Go framework for microservices.,f,f,f,v2.8.4,728204d7ba0ee3fbb2aed9942eb11685fd4744a1,1.21
180,dapr,https://github.com/dapr/dapr,14781,65649,105393,1044,200,2019-06-19 00:49:06,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.",f,f,f,v1.15.4,eb94584f0e14b9fb61d2d139277c2962c1567064,1.23.6
455,goreplay,https://github.com/buger/goreplay,14746,11284,15090,1483,221,2013-05-30 09:29:07,"GoReplay is an open-source tool for capturing and replaying live HTTP traffic into a test environment in order to continuously test your system with real data. It can be used to increase confidence in code deployments, configuration changes and infrastructure changes.",f,f,f,1.3.3,f8ef77e8cf4aae59029daf6cbd2fc784af811cee,1.15
488,grpc-go,https://github.com/grpc/grpc-go,14613,153410,16946,3188,115,2014-12-08 18:59:34,The Go language implementation of gRPC. HTTP/2 based RPC,f,f,f,v1.71.1,cdbdb759dd67c89544f9081f854c284493b5461c,1.22.0
881,ultimate-go,https://github.com/hoanhan101/ultimate-go,14457,6840,1190,1144,0,2018-04-28 04:11:24,The Ultimate Go Study Guide,f,f,f,,,1.13
850,testify,https://github.com/stretchr/testify,14430,17588,1377,1129,295,2012-10-16 16:43:17,A toolkit with common assertions and mocks that plays nicely with the standard library,f,f,f,v1.10.0,89cbdd9e7b39eb58896d316a7495597d3aba4371,1.17
525,jaeger,https://github.com/jaegertracing/jaeger,14354,98693,21732,1715,377,2016-04-15 18:49:02,"CNCF Jaeger, a Distributed Tracing Platform",f,f,f,v1.68.0,7d6c4221934c8579ce4b2814ba2c60211c7eb5d4,1.23.7
268,fyne,https://github.com/fyne-io/fyne,14241,75728,72423,756,283,2018-02-04 22:07:16,Cross platform GUI in Go inspired by Material Design,f,f,f,v2.6.0,2fac12d01d90f5b84eaf87a0eb4d185a18e8ac9f,1.19
541,k6,https://github.com/grafana/k6,14007,77492,38987,697,311,2016-03-21 15:30:24,"A modern load testing tool, using Go and JavaScript - https://k6.io",f,f,f,v0.58.0,31c2110d344542c018e3b459ba7e2f0bbf9adc80,1.23.0
111,cayley,https://github.com/cayleygraph/cayley,13953,45757,20281,1259,91,2014-06-05 18:49:41,An open-source graph database,f,f,f,v0.7.7,dcf764fef381f19ee49fad186b4e00024709f148,1.12
607,loki,https://github.com/grafana/loki,13918,108908,154134,1621,226,2018-04-16 09:22:48,"Like Prometheus, but for logs.",f,f,f,v2.9.14,26fcedb3d39a84afcf76f8b3a134657d218f947e,1.23.0
759,restic,https://github.com/restic/restic,13880,60024,60323,959,451,2014-04-27 14:07:58,"Fast, secure, efficient backup program",f,f,f,v0.18.0,7f723603e56655a6fc383dc20e5ee6655e7ed149,1.23.0
932,zap,https://github.com/uber-go/zap,13748,17686,1268,1024,96,2016-02-18 19:52:56,"Blazing fast, structured, leveled logging in Go.",f,f,f,exp/v0.3.0,075f060c75dd1ca1ac4d58e179f8c1c54ce3686c,1.19
543,k9s,https://github.com/derailed/k9s,13630,51465,63099,825,191,2019-01-25 18:46:02,🐶 Kubernetes CLI To Manage Your Clusters In Style!,f,f,f,v0.50.3,fe39a98477ff83d170d36f0ce61920ed522bd60e,1.24.1
559,kops,https://github.com/kubernetes/kops,13362,233172,291823,4142,243,2016-06-27 22:01:15,"Kubernetes Operations (kops) - Production Grade K8s Installation, Upgrades, and Management",f,f,f,v1.30.4,63ae3a8eefe6ee5d590e7510ffaeddf9b90b2f5a,1.23.5
506,httprouter,https://github.com/julienschmidt/httprouter,13205,2919,270,1275,63,2013-12-05 15:10:55,A high performance HTTP request router that scales well,f,f,f,v1.3.0,4eec211fa4e8df74ed978dc5681612131854144f,1.7
695,packer,https://github.com/hashicorp/packer,13187,44963,95702,3169,302,2013-03-23 05:43:03,Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.,f,f,f,v1.12.0,754c622ca347bec460b7e98eb1bcbdea1c845e86,1.21.0
250,filebrowser,https://github.com/filebrowser/filebrowser,13117,8077,18759,1688,99,2015-09-11 21:21:58,📂 Web File Browser,f,f,f,v2.32.0,d751e1f9882e49f5c6f1f3f7acdba635dfbc795d,1.23
785,seaweedfs,https://github.com/chrislusf/seaweedfs,12901,97160,41291,1608,51,2014-07-14 16:41:37,"SeaweedFS is a fast distributed storage system for blobs, objects, files, and data lake, for billions of files! Blob store has O(1) disk seek, local tiering, cloud tiering. Filer supports Cloud Drive, cross-DC active-active replication, Kubernetes, POSIX FUSE mount, S3 API, Hadoop, WebDAV, encryption, Erasure Coding.",f,f,f,3.86,df6f23068101f6fe817f93a128c688069ea279e5,1.24
922,wtf,https://github.com/wtfutil/wtf,12784,33078,49148,705,72,2018-03-29 02:42:12,The personal information dashboard for your terminal,f,f,f,v0.43.0,187993c6ba1be0369b319617f839ddb2b16c5c44,1.19
239,fabric,https://github.com/hyperledger/fabric,12602,486849,125930,7389,39,2016-08-25 16:05:27,Hyperledger Fabric is an enterprise-grade permissioned distributed ledger framework for developing solutions and applications. Its modular and versatile design satisfies a broad range of industry use cases. It offers a unique approach to consensus that enables performance at scale while preserving privacy.,f,f,f,v3.1.0,8f08391d840c1b105c6b62e8917687e81937695e,1.24.0
547,kcptun,https://github.com/xtaci/kcptun,12588,1259,6126,2439,75,2016-02-26 09:54:46,"A Stable & Secure Tunnel based on KCP with N:M multiplexing and FEC. Available for ARM, MIPS, 386 and AMD64。KCPプロトコルに基づく安全なトンネル。KCP 프로토콜을 기반으로 하는 보안 터널입니다。",f,f,f,v20241227,863833353cfb3ba9dbbe4a080982da2c2eb214d3,1.22.3
107,cadvisor,https://github.com/google/cadvisor,12585,42315,51738,1880,477,2014-06-09 16:36:33,Analyzes resource usage and performance characteristics of running containers.,f,f,f,v0.52.1,0b675defd46277198f7c15c1053301421a4b733e,1.23.0
899,vitess,https://github.com/vitessio/vitess,12583,589520,221597,1601,637,2013-06-27 21:20:28,Vitess is a database clustering system for horizontal scaling of MySQL.,f,f,f,v21.0.4,d804f9d68c81e99fd99007703a1f96acde33e42f,1.23.8
94,brook,https://github.com/txthinking/brook,12575,6524,35222,2308,23,2017-03-18 03:00:28,Brook is a cross-platform strong encryption and not detectable proxy. Zero-Configuration. Brook 是一个跨平台的强加密无特征的代理软件. 零配置.,f,f,f,v20250202,8ece5140ed1a998555bc9e35e621c3ee77b3e942,1.22
754,redis,https://github.com/go-redis/redis,12571,25726,3661,1599,119,2012-07-25 13:01:39,Type-safe Redis client for Golang,f,f,f,v9.7.3,a29d91d9ca72a9c26708fba7dc9872f339a3549e,1.18
761,revel,https://github.com/revel/revel,12400,17587,2750,1402,103,2011-12-09 04:10:26,"A high productivity, full-stack web framework for the Go language.",f,f,f,v1.1.0,23fce316e774b7e7ced0b0f5322117e32fafcd36,1.17
502,hey,https://github.com/rakyll/hey,12073,1289,601,852,142,2016-09-02 10:24:09,"HTTP load generator, ApacheBench (ab) replacement, formerly known as rakyll/boom",f,f,f,v0.1.4,af177063f85bd935c55f1f2ee59c2898d9654f82,1.13
344,go-ipfs,https://github.com/ipfs/go-ipfs,12000,38281,44093,2319,1073,2014-06-26 08:14:34,IPFS implementation in Go,f,f,f,v0.34.1,aeba6f82340ec16230a85c20d6adea9519f9a74c,1.24
177,ctop,https://github.com/bcicen/ctop,11977,6004,3535,471,66,2016-12-27 02:25:57,Top-like interface for container metrics,f,f,f,v0.7.7,11a1cb10f416b4ca5e36c22c1acc2d11dbb24fb4,1.15
794,skaffold,https://github.com/GoogleContainerTools/skaffold,11921,187644,87470,1277,465,2018-01-23 18:51:29,Easy and Repeatable Kubernetes Development,f,f,f,v2.15.0,74e8d13e98c66f6d99db5586b56c59afab7dbe79,1.24.1
869,transfer.sh,https://github.com/dutchcoders/transfer.sh,11791,3662,34477,1207,22,2014-10-09 07:01:40,Easy and fast file sharing from the command-line.,f,f,f,v1.6.1,29d93c6da065f6fdf73654c682ae3cc656c70e6b,1.18
492,gvisor,https://github.com/google/gvisor,11732,420164,73562,971,617,2018-04-26 21:28:49,Application Kernel for Containers,f,f,f,,,1.23.1
487,grpc-gateway,https://github.com/grpc-ecosystem/grpc-gateway,11724,71945,5913,1543,92,2015-04-03 07:25:13,gRPC to JSON proxy generator following the gRPC HTTP spec,f,f,f,v2.26.3,e80a2e5ec8a869822546ff43962c9ff1e6b91b5d,1.23.0
697,pan-light,https://github.com/peterq/pan-light,11650,29461,26486,2486,78,2019-03-21 14:34:26,"百度网盘不限速客户端, golang + qt5, 跨平台图形界面",f,f,f,,,1.13
382,go-zero,https://github.com/zeromicro/go-zero,11534,73830,8041,1372,33,2020-08-07 15:37:57,go-zero is a web and rpc framework written in Go. It's born to ensure the stability of the busy sites with resilient design. Builtin goctl greatly improves the development productivity.,f,f,f,tools/goctl/v1.8.2,6f2730d5aed6e7534614209c791799a7b1cba31c,1.21
652,mysql,https://github.com/go-sql-driver/mysql,11533,12587,1293,2001,91,2012-12-09 20:33:55,Go MySQL Driver is a MySQL driver for Go's (golang) database/sql package,f,f,f,v1.9.2,21ef4c694538530b2e4b43d1a197402ed22e9749,1.21.0
510,hydra,https://github.com/ory/hydra,11525,48921,95099,1083,63,2015-05-22 12:42:08,"OpenID Certified™ OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API security for your infrastructure. SDKs for any language. Compatible with MITREid.",f,f,f,v2.3.0,1b429197f719fcaf1b6dd221db6285f835cc6bbf,1.22
569,kubectx,https://github.com/ahmetb/kubectx,11369,3404,888,801,32,2017-03-30 18:06:53,Faster way to switch between clusters and namespaces in kubectl,f,f,f,v0.9.5,92e5b5f43b94b06bc38b0fbde1ee51e00079c39c,1.20
587,learngo,https://github.com/inancgumus/learngo,11368,46625,3300,1424,6,2018-10-15 11:12:00,"1000+ Hand-Crafted Go Examples, Exercises, and Quizzes",f,f,f,,,1.13
840,termui,https://github.com/gizak/termui,11279,4321,6142,718,85,2015-02-03 14:09:27,Golang terminal dashboard,f,f,f,,,1.15
124,chaosmonkey,https://github.com/Netflix/chaosmonkey,11248,10036,1949,825,14,2016-10-18 22:36:41,Chaos Monkey is a resiliency tool that helps applications tolerate random instance failures.,f,f,f,v2.1.3,eaa28fb761c0ebe8644d1333e5d164e9cc3071e9,1.19
520,ingress-nginx,https://github.com/kubernetes/ingress-nginx,11212,36898,133374,5600,307,2016-11-04 22:54:14,NGINX Ingress Controller for Kubernetes,f,f,f,helm-chart-4.12.1,64780b1fed3af99f4eccbc3fdad7ad785e8a83b6,1.24.1
447,goproxy,https://github.com/snail007/goproxy,10960,3020,3380,2192,57,2017-09-11 11:10:28,"🔥  Proxy is a high performance HTTP(S) proxies, SOCKS5 proxies,WEBSOCKET, TCP, UDP proxy server implemented by golang. Now, it supports chain-style proxies,nat forwarding in different lan,TCP/UDP port forwarding, SSH forwarding.Proxy是golang实现的高性能http,https,websocket,tcp,socks5代理服务器,支持内网穿透,链式代理,通讯加密,智能HTTP,SOCKS5代理,黑白名单,限速,限流量,限连接数,跨平台,KCP支持,认证API。",f,f,f,v15.0,85cc445a72b65a3d6e5cd86583bf6a3a7357db7e,1.16
809,sqlx,https://github.com/jmoiron/sqlx,10866,7893,877,848,277,2013-01-28 19:40:00,general purpose extensions to golang's database/sql,f,f,f,v1.4.0,bc916999dc0011f5caf1f0d40e898ea9f839f4ea,1.10
202,docker-slim,https://github.com/docker-slim/docker-slim,10723,31408,64868,394,86,2015-09-09 17:39:11,DockerSlim (docker-slim): Don't change anything in your Docker container image and minify it by up to 30x (and for compiled languages even more) making it secure too! (free and open source),f,f,f,1.40.11,628dcf8011434e9a0b9ab4f4b3c6d423cbc104cf,1.21
486,groupcache,https://github.com/golang/groupcache,10683,2943,83,1197,36,2013-07-22 21:55:07,"groupcache is a caching and cache-filling library, intended as a replacement for memcached in many cases.",f,f,f,,,1.20
7,Cloudreve,https://github.com/cloudreve/Cloudreve,10655,44914,6811,1872,279,2018-02-04 04:56:38,"🌩支持多家云存储的云盘系统 (Self-deployed file management and sharing system, supports multiple storage providers)",f,f,f,3.8.3,88409cc1f0a0a55b7ea8f0aee15e82876260b2d8,1.18
452,goquery,https://github.com/PuerkitoBio/goquery,10641,7018,515,802,5,2012-08-29 02:14:59,"A little like that j-thing, only in Go.",f,f,f,v1.10.3,9c6a69cd4d7b07e401b68ccf12c736a3efe12c47,1.23.0
833,telegraf,https://github.com/influxdata/telegraf,10634,283846,37440,4506,1248,2015-04-01 16:28:44,The plugin-driven server agent for collecting & reporting metrics.,f,f,f,v1.34.2,0304eb233c88f96da809cc6b469c44e9a565c78f,1.24.0
716,podman,https://github.com/containers/podman,10570,131215,88593,1080,203,2017-11-01 15:01:27,Podman: A tool for managing OCI containers and pods.,f,f,f,v5.4.2,491251d6b7134717b42076fb98ba43591f4e7467,1.22.8
