"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///internal/fosite_store.go:17:19:17:26""]].","/internal/fosite_store.go","17","19","17","26"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///x/secret.go:12:28:12:95""]].","/x/secret.go","12","21","12","96"
