Name,Description,Severity,Message,Path,Start line,Start column,End line,End column
"Insecure TLS configuration","If an application supports insecure TLS versions or ciphers, it may be vulnerable to machine-in-the-middle and other attacks.","warning","Use of an insecure cipher suite: TLS_RSA_WITH_RC4_128_SHA.
Use of an insecure cipher suite: TLS_RSA_WITH_AES_128_CBC_SHA256.
Use of an insecure cipher suite: TLS_ECDHE_ECDSA_WITH_RC4_128_SHA.
Use of an insecure cipher suite: TLS_ECDHE_RSA_WITH_RC4_128_SHA.
Use of an insecure cipher suite: TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256.
Use of an insecure cipher suite: TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256.","/cmd/web_acme.go","118","28","118","34"
"Insecure TLS configuration","If an application supports insecure TLS versions or ciphers, it may be vulnerable to machine-in-the-middle and other attacks.","warning","Use of an insecure cipher suite: TLS_RSA_WITH_RC4_128_SHA.
Use of an insecure cipher suite: TLS_RSA_WITH_AES_128_CBC_SHA256.
Use of an insecure cipher suite: TLS_ECDHE_ECDSA_WITH_RC4_128_SHA.
Use of an insecure cipher suite: TLS_ECDHE_RSA_WITH_RC4_128_SHA.
Use of an insecure cipher suite: TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256.
Use of an insecure cipher suite: TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256.","/cmd/web_https.go","163","28","163","34"
