Name,Description,Severity,Message,Path,Start line,Start column,End line,End column
"Insecure TLS configuration","If an application supports insecure TLS versions or ciphers, it may be vulnerable to machine-in-the-middle and other attacks.","warning","Using insecure TLS version VersionSSL30 for MinVersion.","/internal/commands/debug.go","321","23","321","38"
"Insecure TLS configuration","If an application supports insecure TLS versions or ciphers, it may be vulnerable to machine-in-the-middle and other attacks.","warning","Use of an insecure cipher suite.","/internal/commands/debug.go","323","23","323","28"
