"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/envoy/secretsync.go:41:27:41:35""]].","/pkg/envoy/secretsync.go","41","27","41","35"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/k8s/slim/k8s/api/core/v1/types.go:1405:32:1405:39""]].","/pkg/k8s/slim/k8s/api/core/v1/types.go","1405","32","1405","39"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/k8s/slim/k8s/api/core/v1/types.go:1413:45:1413:81""]].","/pkg/k8s/slim/k8s/api/core/v1/types.go","1413","45","1413","81"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/k8s/slim/k8s/api/core/v1/types.go:1432:35:1432:59""]].","/pkg/k8s/slim/k8s/api/core/v1/types.go","1432","35","1432","59"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/k8s/slim/k8s/api/core/v1/types.go:1441:42:1441:73""]].","/pkg/k8s/slim/k8s/api/core/v1/types.go","1441","42","1441","73"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/k8s/slim/k8s/api/core/v1/types.go:1474:29:1474:47""]].","/pkg/k8s/slim/k8s/api/core/v1/types.go","1474","29","1474","47"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/k8s/slim/k8s/api/core/v1/types.go:1483:40:1483:70""]].","/pkg/k8s/slim/k8s/api/core/v1/types.go","1483","40","1483","70"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///pkg/kvstore/etcd_debug.go:306:13:306:19""]].","/pkg/kvstore/etcd_debug.go","306","13","306","19"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/kvstore/etcdinit/init.go:73:30:73:57""]].","/pkg/kvstore/etcdinit/init.go","73","30","73","57"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/kvstore/etcdinit/init.go:127:20:127:37""]].","/pkg/kvstore/etcdinit/init.go","127","20","127","37"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/logging/logfields/logfields.go:708:11:708:29""]].","/pkg/logging/logfields/logfields.go","708","11","708","29"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///pkg/proxy/logger/logger.go:45:28:45:40""]].","/pkg/proxy/logger/logger.go","45","28","45","40"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///test/config/config.go:15:23:15:31""]].","/test/config/config.go","15","23","15","31"
