"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///cni/pkg/install/kubeconfig.go:73:19:73:29""]].","/cni/pkg/install/kubeconfig.go","73","19","73","29"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///istioctl/pkg/multicluster/remote_secret.go:78:23:78:40""]].","/istioctl/pkg/multicluster/remote_secret.go","78","23","78","40"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///istioctl/pkg/multicluster/remote_secret.go:79:23:79:30""]].
Hard-coded [[""secret""|""relative:///istioctl/pkg/multicluster/remote_secret.go:79:23:79:30""]].","/istioctl/pkg/multicluster/remote_secret.go","79","23","79","30"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///istioctl/pkg/multicluster/remote_secret.go:533:57:533:70""]].","/istioctl/pkg/multicluster/remote_secret.go","533","57","533","70"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///istioctl/pkg/multicluster/remote_secret.go:536:52:536:59""]].","/istioctl/pkg/multicluster/remote_secret.go","536","52","536","59"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///istioctl/pkg/multicluster/remote_secret.go:539:32:539:39""]].","/istioctl/pkg/multicluster/remote_secret.go","539","32","539","39"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///istioctl/pkg/multicluster/remote_secret.go:542:32:542:39""]].","/istioctl/pkg/multicluster/remote_secret.go","542","32","542","39"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///istioctl/pkg/multicluster/remote_secret.go:650:16:650:31""]].","/istioctl/pkg/multicluster/remote_secret.go","650","16","650","31"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pilot/pkg/credentials/kube/secrets.go:51:18:51:26""]].","/pilot/pkg/credentials/kube/secrets.go","51","18","51","26"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///pilot/pkg/credentials/kube/secrets.go:53:17:53:25""]].
Hard-coded [[""secret""|""relative:///pilot/pkg/credentials/kube/secrets.go:53:17:53:25""]].","/pilot/pkg/credentials/kube/secrets.go","53","17","53","25"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pilot/pkg/credentials/kube/secrets.go:55:24:55:40""]].","/pilot/pkg/credentials/kube/secrets.go","55","24","55","40"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pilot/pkg/credentials/kube/secrets.go:57:20:57:27""]].","/pilot/pkg/credentials/kube/secrets.go","57","20","57","27"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pilot/pkg/credentials/kube/secrets.go:59:17:59:24""]].","/pilot/pkg/credentials/kube/secrets.go","59","17","59","24"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pilot/pkg/model/credentials/resource.go:27:28:27:39""]].","/pilot/pkg/model/credentials/resource.go","27","28","27","39"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pilot/pkg/model/credentials/resource.go:28:28:28:55""]].","/pilot/pkg/model/credentials/resource.go","28","28","28","55"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pilot/pkg/model/credentials/resource.go:31:35:31:54""]].","/pilot/pkg/model/credentials/resource.go","31","35","31","54"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pilot/pkg/model/credentials/resource.go:32:35:32:69""]].","/pilot/pkg/model/credentials/resource.go","32","35","32","69"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pilot/pkg/model/credentials/resource.go:34:32:34:40""]].","/pilot/pkg/model/credentials/resource.go","34","32","34","40"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pilot/pkg/model/credentials/resource.go:35:32:35:63""]].","/pilot/pkg/model/credentials/resource.go","35","32","35","63"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pilot/pkg/simulation/traffic.go:324:26:324:34""]].","/pilot/pkg/simulation/traffic.go","324","26","324","34"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/kube/multicluster/secretcontroller.go:43:28:43:47""]].","/pkg/kube/multicluster/secretcontroller.go","43","28","43","47"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded private key.","/pkg/testcerts/testcerts.go","64","24","90","30"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded private key.","/pkg/testcerts/testcerts.go","114","25","140","30"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///security/pkg/pki/ca/ca.go:56:24:56:32""]].","/security/pkg/pki/ca/ca.go","56","24","56","32"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///security/pkg/pki/ca/ca.go:58:30:58:38""]].","/security/pkg/pki/ca/ca.go","58","30","58","38"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///security/pkg/pki/ca/ca.go:60:26:60:33""]].","/security/pkg/pki/ca/ca.go","60","26","60","33"
