"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///applicationset/controllers/applicationset_controller.go:1433:15:1433:41""]].","/applicationset/controllers/applicationset_controller.go","1433","15","1433","41"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///applicationset/utils/clusterUtils.go:40:28:40:36""]].","/applicationset/utils/clusterUtils.go","40","28","40","36"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///cmd/argocd/commands/admin/repo.go:24:21:24:26""]].","/cmd/argocd/commands/admin/repo.go","24","21","24","26"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///common/common.go:124:19:124:29""]].","/common/common.go","124","19","124","29"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///common/common.go:179:32:179:40""]].","/common/common.go","179","32","179","40"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///common/common.go:181:35:181:46""]].","/common/common.go","181","35","181","46"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///common/common.go:183:34:183:45""]].","/common/common.go","183","34","183","45"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///common/common.go:185:40:185:57""]].","/common/common.go","185","40","185","57"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///common/common.go:187:33:187:43""]].","/common/common.go","187","33","187","43"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///util/db/repository.go:21:21:21:26""]].","/util/db/repository.go","21","21","21","26"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///util/db/repository.go:23:21:23:27""]].","/util/db/repository.go","23","21","23","27"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///util/git/client.go:300:20:300:35""]].","/util/git/client.go","300","20","300","35"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///util/git/client.go:308:39:308:54""]].","/util/git/client.go","308","39","308","54"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///util/git/creds.go:45:30:45:45""]].","/util/git/creds.go","45","30","45","45"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///util/settings/accounts.go:41:46:41:53""]].","/util/settings/accounts.go","41","46","41","53"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///util/settings/settings.go:506:32:506:50""]].","/util/settings/settings.go","506","32","506","50"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///util/settings/settings.go:1543:30:1543:50""]].","/util/settings/settings.go","1543","30","1543","50"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded private key.","/util/test/testutil.go","40","25","66","30"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded private key.","/util/test/testutil.go","70","26","108","30"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///util/webhook/webhook.go:45:23:45:77""]].","/util/webhook/webhook.go","45","23","45","77"
