Name,Description,Severity,Message,Path,Start line,Start column,End line,End column
"Use of insufficient randomness as the key of a cryptographic algorithm","Using insufficient randomness as the key of a cryptographic algorithm can allow an attacker to compromise security.","error","This cryptographic algorithm depends on a [[""random number""|""relative:///cmd/test/makefiles/makefiles.go:153:15:153:44""]] generated with a cryptographically weak RNG.","/backend/onedrive/quickxorhash/quickxorhash.go","56","30","56","32"
