Name,Description,Severity,Message,Path,Start line,Start column,End line,End column
"Use of insecure HostKeyCallback implementation","Detects insecure SSL client configurations with an implementation of the `HostKeyCallback` that accepts all host keys.","warning","Configuring SSH ClientConfig with insecure HostKeyCallback implementation from [[""this source""|""relative:///ssh.go:225:20:225:46""]].","/ssh.go","225","20","225","46"
"Use of insecure HostKeyCallback implementation","Detects insecure SSL client configurations with an implementation of the `HostKeyCallback` that accepts all host keys.","warning","Configuring SSH ClientConfig with insecure HostKeyCallback implementation from [[""this source""|""relative:///ssh.go:339:20:339:46""]].","/ssh.go","339","20","339","46"
