"Use of a weak cryptographic key","Using a weak cryptographic key can allow an attacker to compromise security.","error","The size of this RSA key should be at least 2048 bits.
The size of this RSA key should be at least 2048 bits.","/tls/cert.go","86","44","86","51"
"Use of a weak cryptographic key","Using a weak cryptographic key can allow an attacker to compromise security.","error","The size of this RSA key should be at least 2048 bits.","/tls/sign.go","93","50","93","53"
