"Use of insecure HostKeyCallback implementation","Detects insecure SSL client configurations with an implementation of the `HostKeyCallback` that accepts all host keys.","warning","Configuring SSH ClientConfig with insecure HostKeyCallback implementation from [[""this source""|""relative:///cmd/kops/toolbox_dump.go:199:21:199:47""]].","/cmd/kops/toolbox_dump.go","199","21","199","47"
"Use of insecure HostKeyCallback implementation","Detects insecure SSL client configurations with an implementation of the `HostKeyCallback` that accepts all host keys.","warning","Configuring SSH ClientConfig with insecure HostKeyCallback implementation from [[""this source""|""relative:///pkg/commands/toolbox_enroll.go:292:20:295:3""]].","/pkg/commands/toolbox_enroll.go","292","20","295","3"
"Use of a weak cryptographic key","Using a weak cryptographic key can allow an attacker to compromise security.","error","The size of this RSA key should be at least 2048 bits.","/pkg/pki/privatekey.go","66","53","66","62"
