"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/daemon/ceph/osd/init.go:33:14:33:35""]].","/pkg/daemon/ceph/osd/init.go","33","14","33","35"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///pkg/daemon/ceph/osd/kms/ibm_key_protect.go:27:31:27:54""]].","/pkg/daemon/ceph/osd/kms/ibm_key_protect.go","27","31","27","54"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/daemon/ceph/osd/kms/k8s.go:38:26:38:32""]].","/pkg/daemon/ceph/osd/kms/k8s.go","38","26","38","32"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/daemon/ceph/osd/kms/vault.go:41:32:41:40""]].","/pkg/daemon/ceph/osd/kms/vault.go","41","32","41","40"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///pkg/daemon/ceph/osd/kms/volumes.go:30:29:30:34""]].
Hard-coded [[""secret""|""relative:///pkg/daemon/ceph/osd/kms/volumes.go:30:29:30:34""]].","/pkg/daemon/ceph/osd/kms/volumes.go","30","29","30","34"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/cluster/mon/config.go:33:24:33:47""]].","/pkg/operator/ceph/cluster/mon/config.go","33","24","33","47"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/cluster/mon/config.go:86:17:86:23""]].","/pkg/operator/ceph/cluster/mon/config.go","86","17","86","23"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/operator/ceph/cluster/nodedaemon/crash.go:38:34:38:47""]].","/pkg/operator/ceph/cluster/nodedaemon/crash.go","38","34","38","47"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/operator/ceph/cluster/nodedaemon/exporter.go:49:37:49:58""]].","/pkg/operator/ceph/cluster/nodedaemon/exporter.go","49","37","49","58"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/controller/cluster_info.go:50:22:50:27""]].","/pkg/operator/ceph/controller/cluster_info.go","50","22","50","27"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/controller/mirror_peer.go:39:38:39:54""]].","/pkg/operator/ceph/controller/mirror_peer.go","39","38","39","54"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/controller/mirror_peer.go:41:36:41:50""]].","/pkg/operator/ceph/controller/mirror_peer.go","41","36","41","50"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/controller/mirror_peer.go:43:41:43:60""]].","/pkg/operator/ceph/controller/mirror_peer.go","43","41","43","60"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/operator/ceph/csi/secrets.go:31:37:31:64""]].","/pkg/operator/ceph/csi/secrets.go","31","37","31","64"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/operator/ceph/csi/secrets.go:32:37:32:57""]].","/pkg/operator/ceph/csi/secrets.go","32","37","32","57"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/csi/secrets.go:33:37:33:55""]].","/pkg/operator/ceph/csi/secrets.go","33","37","33","55"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/csi/secrets.go:34:37:34:62""]].","/pkg/operator/ceph/csi/secrets.go","34","37","34","62"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/operator/ceph/csi/secrets.go:39:40:39:70""]].","/pkg/operator/ceph/csi/secrets.go","39","40","39","70"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/operator/ceph/csi/secrets.go:40:40:40:63""]].","/pkg/operator/ceph/csi/secrets.go","40","40","40","63"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/csi/secrets.go:41:40:41:61""]].","/pkg/operator/ceph/csi/secrets.go","41","40","41","61"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/csi/secrets.go:42:40:42:68""]].","/pkg/operator/ceph/csi/secrets.go","42","40","42","68"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/operator/ceph/file/mirror/config.go:37:11:37:21""]].","/pkg/operator/ceph/file/mirror/config.go","37","11","37","21"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/object/config.go:43:36:43:55""]].","/pkg/operator/ceph/object/config.go","43","36","43","55"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/operator/ceph/test/podspec.go:74:23:74:46""]].","/pkg/operator/ceph/test/podspec.go","74","23","74","46"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///tests/framework/installer/ceph_installer.go:414:16:414:30""]].","/tests/framework/installer/ceph_installer.go","414","16","414","30"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///tests/framework/installer/ceph_manifests.go:351:25:351:46""]].","/tests/framework/installer/ceph_manifests.go","351","25","351","46"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///tests/framework/installer/ceph_manifests.go:352:32:352:60""]].","/tests/framework/installer/ceph_manifests.go","352","32","352","60"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///tests/framework/installer/ceph_manifests.go:378:25:378:46""]].","/tests/framework/installer/ceph_manifests.go","378","25","378","46"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///tests/framework/installer/ceph_manifests.go:379:32:379:60""]].","/tests/framework/installer/ceph_manifests.go","379","32","379","60"
