"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///connector/mock/connectortest.go:20:19:20:33""]].","/connector/mock/connectortest.go","20","19","20","33"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///connector/mock/connectortest.go:21:19:21:33""]].","/connector/mock/connectortest.go","21","19","21","33"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///connector/mock/connectortest.go:111:19:111:33""]].","/connector/mock/connectortest.go","111","19","111","33"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///connector/mock/connectortest.go:112:19:112:33""]].","/connector/mock/connectortest.go","112","19","112","33"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///connector/oidc/oidc.go:486:17:486:22""]].","/connector/oidc/oidc.go","486","17","486","22"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:105:19:105:24""]].","/storage/conformance/conformance.go","105","19","105","24"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:139:19:139:24""]].","/storage/conformance/conformance.go","139","19","139","24"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:200:19:200:24""]].","/storage/conformance/conformance.go","200","19","200","24"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:222:19:222:24""]].","/storage/conformance/conformance.go","222","19","222","24"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///storage/conformance/conformance.go:266:17:266:24""]].","/storage/conformance/conformance.go","266","17","266","24"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///storage/conformance/conformance.go:285:17:285:24""]].","/storage/conformance/conformance.go","285","17","285","24"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///storage/conformance/conformance.go:308:15:308:22""]].","/storage/conformance/conformance.go","308","15","308","22"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///storage/conformance/conformance.go:308:15:308:22""]].","/storage/conformance/conformance.go","316","14","316","22"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:346:19:346:24""]].","/storage/conformance/conformance.go","346","19","346","24"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:401:19:401:24""]].","/storage/conformance/conformance.go","401","19","401","24"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:461:13:461:18""]].","/storage/conformance/conformance.go","461","13","461","18"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:462:13:462:20""]].","/storage/conformance/conformance.go","462","13","462","20"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:480:13:480:18""]].","/storage/conformance/conformance.go","480","13","480","18"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:481:13:481:20""]].","/storage/conformance/conformance.go","481","13","481","20"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:502:18:502:27""]].","/storage/conformance/conformance.go","502","18","502","27"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///storage/conformance/conformance.go:508:23:508:32""]].","/storage/conformance/conformance.go","508","23","508","32"
