"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/apiserver/authentication/identityprovider/configuration.go:32:31:32:82""]].","/pkg/apiserver/authentication/identityprovider/configuration.go","32","31","32","82"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/apiserver/authentication/identityprovider/configuration.go:34:18:34:37""]].","/pkg/apiserver/authentication/identityprovider/configuration.go","34","18","34","37"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/apiserver/authentication/oauth/oauth_client.go:33:26:33:45""]].","/pkg/apiserver/authentication/oauth/oauth_client.go","33","26","33","45"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/constants/constants.go:33:54:33:103""]].","/pkg/constants/constants.go","33","54","33","103"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/constants/constants.go:39:47:39:83""]].","/pkg/constants/constants.go","39","47","39","83"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/controller/certificatesigningrequest/certificatesigningrequest_controller.go:35:35:35:49""]].","/pkg/controller/certificatesigningrequest/certificatesigningrequest_controller.go","35","35","35","49"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""id""|""relative:///pkg/controller/secret/serviceaccount_secret_controller.go:31:35:31:77""]].","/pkg/controller/secret/serviceaccount_secret_controller.go","31","35","31","77"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/controller/serviceaccounttoken/serviceaccount_token_controller.go:35:35:35:49""]].","/pkg/controller/serviceaccounttoken/serviceaccount_token_controller.go","35","35","35","49"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/models/kubeconfig/kubeconfig.go:22:43:22:88""]].","/pkg/models/kubeconfig/kubeconfig.go","22","43","22","88"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/models/kubeconfig/kubeconfig.go:28:43:28:57""]].","/pkg/models/kubeconfig/kubeconfig.go","28","43","28","57"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/models/registries/imagesearch/configuration.go:16:18:16:37""]].","/pkg/models/registries/imagesearch/configuration.go","16","18","16","37"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/models/registries/imagesearch/controller.go:27:34:27:75""]].","/pkg/models/registries/imagesearch/controller.go","27","34","27","75"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///staging/src/kubesphere.io/api/core/v1alpha1/serviceaccount_types.go:12:34:12:70""]].","/staging/src/kubesphere.io/api/core/v1alpha1/serviceaccount_types.go","12","34","12","70"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///test/e2e/constant/constants.go:5:21:5:30""]].","/test/e2e/constant/constants.go","5","21","5","30"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///test/e2e/framework/test_context.go:39:16:39:39""]].","/test/e2e/framework/test_context.go","39","16","39","39"
